,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,has_availability,predictions
362,Manhattan,Financial District,Entire home/apt,200,3,37,2.85,1,2,yes,192
363,Queens,Other,Private room,48,1,510,16.22,5,341,yes,40
364,Queens,Other,Private room,55,1,25,1.75,3,332,yes,47
365,Manhattan,Midtown,Private room,145,3,165,1.88,2,181,yes,142
366,Manhattan,Upper West Side,Entire home/apt,375,1,34,0.98,1,7,yes,363
367,Manhattan,Upper East Side,Entire home/apt,150,2,28,2.25,1,0,no,139
368,Brooklyn,Bushwick,Private room,65,1,1,0.02,1,0,no,60
369,Queens,Astoria,Private room,44,1,49,5.38,3,52,yes,44
370,Brooklyn,Bushwick,Private room,80,1,1,0.02,1,0,no,69
371,Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,5,0,,1,43,yes,161
372,Queens,Other,Private room,55,1,37,3.31,6,364,yes,63
373,Bronx,Other,Private room,50,2,3,3.0,1,8,yes,71
374,Staten Island,Other,Entire home/apt,289,4,2,0.16,6,230,yes,291
375,Brooklyn,Flatbush,Entire home/apt,60,5,3,0.06,1,189,yes,73
376,Brooklyn,Bedford-Stuyvesant,Private room,47,3,8,0.33,1,0,no,44
377,Brooklyn,Bedford-Stuyvesant,Private room,46,3,1,1.0,3,81,yes,44
378,Queens,Other,Entire home/apt,105,7,3,0.17,1,141,yes,110
379,Manhattan,Upper West Side,Entire home/apt,85,3,29,0.75,1,309,yes,69
380,Brooklyn,Fort Greene,Entire home/apt,225,3,0,,1,0,no,224
381,Brooklyn,East Flatbush,Entire home/apt,60,2,46,2.34,1,300,yes,64
382,Queens,Other,Private room,100,1,9,0.68,3,90,yes,105
383,Manhattan,Harlem,Private room,90,1,30,0.84,1,0,no,93
384,Queens,Other,Entire home/apt,145,1,14,2.9,2,331,yes,156
385,Manhattan,Chelsea,Entire home/apt,250,7,0,,1,0,no,235
386,Bronx,Other,Private room,45,2,6,2.28,2,24,yes,55
387,Brooklyn,Bedford-Stuyvesant,Entire home/apt,325,2,67,2.27,3,250,yes,316
388,Queens,Astoria,Entire home/apt,100,4,19,3.0,1,31,yes,93
389,Brooklyn,Bedford-Stuyvesant,Private room,65,30,35,3.06,3,365,yes,73
390,Bronx,Other,Private room,42,2,62,2.76,5,1,yes,34
391,Brooklyn,Williamsburg,Private room,100,1,1,0.02,1,0,no,90
392,Manhattan,Hell's Kitchen,Entire home/apt,180,3,3,0.14,1,0,no,186
393,Brooklyn,Williamsburg,Entire home/apt,185,1,20,1.89,1,44,yes,200
394,Brooklyn,Other,Entire home/apt,250,2,3,2.73,1,10,yes,244
395,Brooklyn,Williamsburg,Private room,199,1,2,0.06,3,346,yes,212
396,Brooklyn,Park Slope,Entire home/apt,185,4,111,1.9,1,9,yes,167
397,Manhattan,East Village,Entire home/apt,250,3,12,0.25,1,0,no,253
398,Manhattan,Upper West Side,Entire home/apt,215,30,0,,65,365,yes,206
399,Manhattan,Midtown,Entire home/apt,200,1,9,0.2,1,0,no,192
400,Brooklyn,Greenpoint,Private room,185,1,8,5.45,1,123,yes,185
401,Manhattan,Hell's Kitchen,Private room,102,1,49,1.7,1,134,yes,105
402,Brooklyn,Other,Entire home/apt,128,3,10,0.21,2,3,yes,111
403,Queens,Other,Private room,110,1,0,,1,363,yes,115
404,Manhattan,Upper West Side,Entire home/apt,200,1,0,,1,0,no,211
405,Manhattan,West Village,Entire home/apt,300,3,108,1.44,1,318,yes,288
406,Brooklyn,Williamsburg,Entire home/apt,200,3,13,0.22,1,0,no,205
407,Manhattan,Harlem,Entire home/apt,98,2,2,0.09,1,0,no,88
408,Brooklyn,Prospect-Lefferts Gardens,Private room,109,1,0,,1,95,yes,100
409,Brooklyn,Williamsburg,Entire home/apt,86,7,1,0.02,1,0,no,86
410,Staten Island,Other,Entire home/apt,122,1,52,2.0,3,219,yes,130
411,Manhattan,Other,Private room,325,2,5,0.26,1,0,no,324
412,Manhattan,Other,Entire home/apt,195,7,0,,1,0,no,194
413,Manhattan,Hell's Kitchen,Entire home/apt,170,3,0,,1,188,yes,164
414,Brooklyn,Greenpoint,Entire home/apt,149,1,2,0.28,1,0,no,150
415,Manhattan,East Village,Entire home/apt,199,5,4,0.06,1,0,no,199
416,Brooklyn,Bedford-Stuyvesant,Entire home/apt,105,5,12,1.01,1,0,no,101
417,Manhattan,Upper West Side,Private room,135,3,69,3.47,3,70,yes,132
418,Manhattan,East Village,Private room,80,1,8,0.31,2,0,no,70
419,Queens,Other,Private room,55,2,16,4.36,1,158,yes,53
420,Brooklyn,Other,Private room,100,1,26,2.27,1,131,yes,94
421,Manhattan,Midtown,Entire home/apt,250,3,0,,1,364,yes,257
422,Manhattan,Midtown,Entire home/apt,159,30,0,,2,249,yes,159
423,Brooklyn,Williamsburg,Entire home/apt,225,6,1,0.16,1,88,yes,219
424,Manhattan,West Village,Entire home/apt,295,5,6,0.12,1,0,no,301
425,Brooklyn,Other,Private room,80,3,1,0.05,1,363,yes,85
426,Manhattan,East Village,Entire home/apt,230,3,12,0.21,1,4,yes,229
427,Brooklyn,Flatbush,Entire home/apt,49,2,23,3.5,1,262,yes,53
428,Manhattan,Other,Private room,74,2,8,0.22,1,0,no,83
429,Queens,Other,Private room,55,4,19,2.13,1,89,yes,43
430,Manhattan,Financial District,Entire home/apt,454,2,11,3.33,327,297,yes,448
431,Manhattan,Lower East Side,Entire home/apt,143,7,0,,1,0,no,143
432,Manhattan,Harlem,Entire home/apt,75,28,0,,1,41,yes,71
433,Brooklyn,Bedford-Stuyvesant,Entire home/apt,160,2,130,5.6,1,123,yes,153
434,Manhattan,East Village,Private room,75,4,5,1.9,1,33,yes,81
435,Manhattan,Midtown,Entire home/apt,177,3,22,0.45,1,0,no,173
436,Brooklyn,Bedford-Stuyvesant,Entire home/apt,155,1,17,1.65,9,118,yes,158
437,Manhattan,Other,Entire home/apt,250,1,0,,1,0,no,259
438,Brooklyn,Williamsburg,Private room,74,3,9,0.66,1,18,yes,101
439,Brooklyn,Greenpoint,Private room,45,1,1,0.08,1,0,no,58
440,Manhattan,East Village,Entire home/apt,105,30,96,1.17,1,295,yes,107
441,Manhattan,East Village,Entire home/apt,140,1,38,3.27,2,101,yes,135
442,Brooklyn,Bedford-Stuyvesant,Entire home/apt,195,2,2,0.32,1,1,yes,172
443,Manhattan,Upper West Side,Private room,60,30,0,,32,317,yes,60
444,Queens,Other,Private room,55,2,0,,1,363,yes,68
445,Manhattan,Other,Private room,110,1,0,,1,0,no,116
446,Manhattan,Other,Entire home/apt,650,5,42,1.07,1,335,yes,653
447,Brooklyn,Clinton Hill,Entire home/apt,180,2,0,,1,0,no,179
448,Manhattan,East Harlem,Private room,50,7,0,,1,22,yes,58
449,Manhattan,Lower East Side,Entire home/apt,278,5,53,2.01,1,30,yes,276
450,Brooklyn,Greenpoint,Entire home/apt,104,1,0,,1,0,no,111
451,Manhattan,East Village,Entire home/apt,184,30,11,0.61,1,313,yes,184
452,Brooklyn,Bedford-Stuyvesant,Private room,55,2,18,1.6,4,359,yes,37
453,Brooklyn,Other,Private room,64,2,2,0.06,1,0,no,58
454,Manhattan,Other,Private room,95,3,0,,1,0,no,96
455,Manhattan,Other,Entire home/apt,200,1,4,0.12,1,0,no,217
456,Queens,Other,Entire home/apt,132,1,114,8.38,3,316,yes,132
457,Manhattan,Lower East Side,Entire home/apt,209,3,0,,2,5,yes,216
458,Queens,Long Island City,Private room,55,1,11,2.16,2,281,yes,52
459,Brooklyn,Crown Heights,Entire home/apt,120,2,13,1.23,1,52,yes,118
460,Brooklyn,Williamsburg,Private room,80,1,62,4.83,2,58,yes,96
461,Manhattan,Harlem,Private room,60,1,1,0.16,2,363,yes,51
462,Manhattan,Other,Entire home/apt,129,7,11,0.35,1,188,yes,127
463,Manhattan,Lower East Side,Private room,75,1,1,0.02,1,0,no,90
464,Brooklyn,Williamsburg,Private room,53,7,0,,1,0,no,46
465,Brooklyn,Clinton Hill,Private room,60,5,4,0.17,1,0,no,63
466,Manhattan,Lower East Side,Entire home/apt,127,2,3,0.11,1,0,no,133
467,Queens,Other,Private room,82,1,8,8.0,1,172,yes,90
468,Manhattan,Harlem,Private room,40,1,22,2.33,2,105,yes,25
469,Queens,Astoria,Private room,45,2,4,0.37,1,249,yes,36
470,Manhattan,Other,Private room,80,1,4,0.08,1,0,no,88
471,Manhattan,Harlem,Private room,95,3,160,2.78,2,0,no,99
472,Brooklyn,Prospect-Lefferts Gardens,Private room,49,2,9,0.83,4,132,yes,48
473,Manhattan,Harlem,Private room,80,4,41,0.52,2,119,yes,80
474,Manhattan,East Harlem,Private room,65,2,11,0.83,1,365,yes,53
475,Manhattan,Other,Entire home/apt,170,3,39,0.85,1,19,yes,161
476,Manhattan,Upper West Side,Entire home/apt,228,7,1,0.08,1,0,no,208
477,Brooklyn,Williamsburg,Private room,80,2,12,0.38,1,356,yes,74
478,Brooklyn,Other,Entire home/apt,190,4,42,2.42,5,299,yes,174
479,Manhattan,Washington Heights,Entire home/apt,200,2,0,,2,0,no,204
480,Brooklyn,Bedford-Stuyvesant,Private room,63,1,63,9.64,2,47,yes,60
481,Brooklyn,Prospect-Lefferts Gardens,Private room,70,1,0,,1,0,no,72
482,Brooklyn,Bedford-Stuyvesant,Entire home/apt,200,1,52,1.82,4,359,yes,210
483,Manhattan,Financial District,Entire home/apt,251,30,0,,232,16,yes,244
484,Manhattan,West Village,Entire home/apt,225,1,74,3.66,1,3,yes,215
485,Manhattan,Other,Entire home/apt,180,2,1,0.04,1,0,no,171
486,Brooklyn,Crown Heights,Entire home/apt,75,4,6,0.16,1,0,no,67
487,Brooklyn,Bushwick,Private room,40,3,8,1.9,1,0,no,49
488,Manhattan,Harlem,Private room,60,1,5,0.15,1,5,yes,56
489,Brooklyn,Williamsburg,Entire home/apt,126,2,4,0.16,1,0,no,131
490,Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,30,6,0.18,1,0,no,164
491,Manhattan,Other,Entire home/apt,649,1,5,0.4,1,75,yes,641
492,Manhattan,Hell's Kitchen,Entire home/apt,269,4,26,2.6,1,49,yes,270
493,Queens,Other,Private room,60,3,3,0.23,1,0,no,67
494,Manhattan,Washington Heights,Entire home/apt,200,2,0,,2,0,no,204
495,Brooklyn,Greenpoint,Entire home/apt,249,7,0,,2,0,no,240
496,Brooklyn,Bedford-Stuyvesant,Private room,75,14,18,0.5,3,189,yes,76
497,Manhattan,Harlem,Private room,150,1,11,1.26,2,177,yes,158
498,Manhattan,Lower East Side,Entire home/apt,197,5,1,0.14,1,12,yes,204
499,Queens,Long Island City,Entire home/apt,130,30,1,0.02,1,0,no,140
500,Manhattan,East Village,Entire home/apt,160,1,15,0.18,1,0,no,160
501,Brooklyn,Crown Heights,Private room,55,2,5,0.12,1,0,no,49
502,Manhattan,Upper East Side,Entire home/apt,180,31,10,0.55,33,331,yes,183
503,Brooklyn,Other,Private room,40,5,7,0.49,2,0,no,34
504,Brooklyn,Other,Entire home/apt,320,3,39,0.71,1,242,yes,335
505,Queens,Astoria,Shared room,42,1,54,3.48,4,66,yes,38
506,Manhattan,Lower East Side,Entire home/apt,169,4,68,2.54,1,44,yes,154
507,Manhattan,Harlem,Entire home/apt,105,4,9,0.18,1,0,no,76
508,Queens,Astoria,Entire home/apt,85,3,25,0.55,1,0,no,89
509,Queens,Long Island City,Private room,65,4,38,0.93,1,12,yes,48
510,Manhattan,Lower East Side,Entire home/apt,180,6,55,0.85,1,97,yes,181
511,Queens,Other,Private room,45,4,17,0.79,1,314,yes,30
512,Manhattan,Other,Private room,110,3,68,1.88,6,128,yes,114
513,Manhattan,Other,Entire home/apt,130,30,3,0.16,50,364,yes,128
514,Queens,Other,Entire home/apt,86,2,78,2.55,1,149,yes,99
515,Manhattan,Harlem,Private room,45,3,3,0.13,2,0,no,59
516,Manhattan,Lower East Side,Private room,71,15,0,,4,185,yes,55
517,Brooklyn,Bushwick,Private room,54,3,0,,1,99,yes,55
518,Queens,Astoria,Private room,48,1,3,0.13,1,0,no,57
519,Brooklyn,Bushwick,Entire home/apt,200,2,39,3.09,2,209,yes,200
520,Manhattan,Harlem,Entire home/apt,110,30,3,0.12,1,249,yes,126
521,Manhattan,Chelsea,Private room,300,1,0,,1,365,yes,293
522,Manhattan,Midtown,Entire home/apt,250,1,1,0.02,1,0,no,261
523,Brooklyn,Bedford-Stuyvesant,Entire home/apt,124,1,113,4.71,1,63,yes,108
524,Manhattan,Lower East Side,Entire home/apt,150,4,32,2.36,2,216,yes,147
525,Queens,Other,Private room,76,3,9,0.97,1,112,yes,80
526,Brooklyn,Other,Entire home/apt,75,2,6,0.37,1,0,no,65
527,Manhattan,Financial District,Entire home/apt,230,5,1,0.65,1,43,yes,245
528,Manhattan,Upper West Side,Entire home/apt,103,3,1,0.02,1,0,no,97
529,Brooklyn,Crown Heights,Entire home/apt,100,3,6,0.25,1,250,yes,86
530,Manhattan,Harlem,Private room,53,1,26,5.03,1,1,yes,54
531,Manhattan,East Harlem,Shared room,89,1,2,0.19,1,88,yes,97
532,Manhattan,Other,Private room,105,2,44,1.03,1,35,yes,100
533,Queens,Long Island City,Private room,85,1,10,0.71,1,365,yes,78
534,Manhattan,Other,Entire home/apt,175,3,6,0.13,1,0,no,207
535,Brooklyn,Bedford-Stuyvesant,Entire home/apt,75,10,2,0.06,1,0,no,67
536,Brooklyn,Bushwick,Private room,46,7,3,0.25,1,0,no,42
537,Brooklyn,Bushwick,Entire home/apt,125,5,42,1.12,1,1,yes,100
538,Brooklyn,Williamsburg,Private room,119,3,10,0.39,3,180,yes,111
539,Brooklyn,Other,Entire home/apt,135,5,31,2.16,1,151,yes,120
540,Brooklyn,Other,Shared room,39,5,1,0.77,2,89,yes,53
541,Brooklyn,Clinton Hill,Entire home/apt,160,3,3,0.24,1,8,yes,159
542,Brooklyn,Williamsburg,Entire home/apt,200,14,14,0.28,1,0,no,181
543,Manhattan,Other,Entire home/apt,250,7,4,0.37,1,4,yes,249
544,Brooklyn,Bushwick,Private room,55,1,1,0.03,1,0,no,66
545,Queens,Other,Entire home/apt,155,1,59,7.6,2,287,yes,150
546,Manhattan,Midtown,Private room,150,2,5,0.57,1,0,no,163
547,Manhattan,Washington Heights,Private room,33,1,0,,2,0,no,40
548,Manhattan,Harlem,Private room,73,1,27,0.59,2,340,yes,82
549,Manhattan,East Village,Entire home/apt,450,5,0,,1,310,yes,450
550,Queens,Astoria,Private room,90,3,17,0.65,2,334,yes,106
551,Manhattan,East Harlem,Entire home/apt,100,2,16,3.58,1,8,yes,103
552,Brooklyn,Bushwick,Entire home/apt,70,7,1,0.03,1,0,no,87
553,Brooklyn,Greenpoint,Entire home/apt,129,2,87,2.33,4,124,yes,123
554,Queens,Other,Private room,43,1,76,3.63,2,119,yes,45
555,Brooklyn,Other,Private room,119,1,20,1.02,17,354,yes,114
556,Queens,Long Island City,Entire home/apt,150,3,63,1.34,2,187,yes,160
557,Brooklyn,Bedford-Stuyvesant,Entire home/apt,650,1,22,5.41,1,307,yes,640
558,Manhattan,Chelsea,Entire home/apt,189,2,7,0.3,1,0,no,183
559,Brooklyn,Williamsburg,Private room,60,2,8,0.26,1,0,no,57
560,Manhattan,Harlem,Shared room,75,1,6,0.1,1,315,yes,79
561,Queens,Other,Private room,99,1,0,,10,131,yes,102
562,Manhattan,Financial District,Private room,225,1,42,2.18,6,290,yes,225
563,Brooklyn,Fort Greene,Entire home/apt,215,2,198,1.72,1,321,yes,215
564,Brooklyn,Other,Entire home/apt,75,2,27,1.42,2,151,yes,79
565,Brooklyn,Bushwick,Private room,60,3,0,,2,0,no,62
566,Manhattan,Other,Private room,299,1,20,7.69,7,362,yes,310
567,Bronx,Other,Private room,59,2,7,0.21,2,0,no,54
568,Manhattan,East Harlem,Entire home/apt,175,1,70,1.62,2,123,yes,173
569,Queens,Other,Private room,49,7,4,0.19,2,90,yes,40
570,Queens,Long Island City,Entire home/apt,100,2,45,2.89,1,269,yes,94
571,Manhattan,Chelsea,Entire home/apt,239,30,0,,87,364,yes,239
572,Brooklyn,Park Slope,Shared room,78,1,46,1.38,2,0,no,66
573,Brooklyn,Other,Private room,69,7,3,0.06,1,0,no,52
574,Brooklyn,Williamsburg,Entire home/apt,100,2,36,1.19,1,0,no,109
575,Brooklyn,Other,Entire home/apt,110,30,1,0.03,1,312,yes,107
576,Manhattan,Other,Entire home/apt,150,2,0,,1,0,no,132
577,Queens,Other,Entire home/apt,149,3,8,0.61,2,350,yes,152
578,Bronx,Other,Private room,50,3,61,2.17,2,22,yes,49
579,Brooklyn,Williamsburg,Private room,96,1,175,3.27,4,44,yes,96
580,Brooklyn,Bedford-Stuyvesant,Private room,55,30,2,0.48,1,0,no,54
581,Queens,Other,Private room,59,2,48,0.78,4,185,yes,51
582,Manhattan,Upper West Side,Private room,159,1,0,,4,269,yes,158
583,Manhattan,East Harlem,Entire home/apt,125,7,50,0.66,1,188,yes,133
584,Manhattan,Upper West Side,Entire home/apt,275,1,4,0.09,1,0,no,265
585,Brooklyn,Bedford-Stuyvesant,Private room,75,2,7,0.39,1,11,yes,64
586,Manhattan,Chelsea,Entire home/apt,165,3,58,1.72,1,138,yes,170
587,Brooklyn,Williamsburg,Entire home/apt,80,30,29,0.4,1,222,yes,91
588,Brooklyn,Williamsburg,Entire home/apt,225,4,26,0.73,1,0,no,225
589,Manhattan,East Village,Entire home/apt,350,4,0,,1,0,no,353
590,Queens,Long Island City,Entire home/apt,231,3,4,0.27,1,0,no,227
591,Manhattan,Harlem,Entire home/apt,65,2,32,0.73,1,16,yes,75
592,Manhattan,Other,Entire home/apt,150,30,2,0.3,50,364,yes,144
593,Manhattan,East Village,Private room,160,3,15,0.54,1,0,no,161
594,Manhattan,Financial District,Entire home/apt,244,2,2,1.82,327,317,yes,246
595,Queens,Other,Private room,60,2,6,2.81,1,180,yes,61
596,Manhattan,Upper East Side,Private room,90,1,75,1.49,1,359,yes,88
597,Queens,Other,Private room,75,2,15,1.84,6,342,yes,75
598,Queens,Other,Private room,55,4,10,1.81,2,360,yes,55
599,Manhattan,Harlem,Private room,55,3,119,1.22,5,333,yes,65
600,Queens,Astoria,Private room,55,1,143,3.19,9,276,yes,63
601,Manhattan,Other,Private room,250,7,3,0.44,1,0,no,250
602,Manhattan,Other,Entire home/apt,109,3,27,1.46,1,0,no,92
603,Manhattan,Other,Entire home/apt,200,21,0,,1,0,no,203
604,Manhattan,Hell's Kitchen,Entire home/apt,195,3,22,1.61,2,59,yes,181
605,Bronx,Other,Private room,40,4,35,1.36,3,171,yes,52
606,Queens,Astoria,Private room,58,1,41,3.97,1,156,yes,46
607,Brooklyn,Other,Entire home/apt,150,5,3,0.06,1,0,no,150
608,Manhattan,Hell's Kitchen,Entire home/apt,175,2,85,3.43,1,0,no,184
609,Manhattan,Other,Entire home/apt,550,2,4,0.14,1,0,no,564
610,Manhattan,Hell's Kitchen,Private room,130,3,14,0.63,1,293,yes,133
611,Queens,Other,Private room,60,2,42,1.65,2,0,no,58
612,Brooklyn,Bedford-Stuyvesant,Private room,50,1,0,,1,0,no,50
613,Brooklyn,Bedford-Stuyvesant,Entire home/apt,75,2,12,0.35,1,41,yes,72
614,Manhattan,Upper West Side,Entire home/apt,140,3,81,0.71,1,198,yes,140
615,Manhattan,Chelsea,Entire home/apt,140,7,41,1.66,1,13,yes,130
616,Brooklyn,Other,Entire home/apt,169,2,398,3.97,3,182,yes,169
617,Brooklyn,Williamsburg,Private room,60,1,4,0.1,1,0,no,58
618,Manhattan,Upper West Side,Private room,95,14,0,,1,0,no,101
619,Brooklyn,Bushwick,Private room,50,2,28,0.56,3,0,no,57
620,Manhattan,Upper East Side,Entire home/apt,225,30,1,0.05,87,365,yes,238
621,Manhattan,Harlem,Private room,60,7,0,,1,0,no,48
622,Queens,Other,Private room,40,1,7,0.41,1,0,no,44
623,Manhattan,West Village,Entire home/apt,270,1,4,0.06,1,0,no,277
624,Manhattan,Other,Private room,200,3,9,0.43,1,0,no,211
625,Manhattan,Midtown,Entire home/apt,399,5,33,0.49,1,36,yes,390
626,Manhattan,East Village,Entire home/apt,499,30,11,0.52,2,332,yes,491
627,Brooklyn,Williamsburg,Private room,67,4,0,,1,0,no,73
628,Brooklyn,Bedford-Stuyvesant,Private room,65,2,21,1.95,7,362,yes,52
629,Manhattan,Hell's Kitchen,Private room,85,10,116,1.17,1,174,yes,88
630,Brooklyn,Bedford-Stuyvesant,Private room,60,1,7,0.59,1,129,yes,55
631,Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,1,43,2.32,1,267,yes,144
632,Manhattan,Midtown,Entire home/apt,500,5,39,3.24,1,114,yes,521
633,Brooklyn,Flatbush,Private room,49,7,0,,1,362,yes,44
634,Manhattan,Midtown,Private room,100,1,0,,6,294,yes,105
635,Queens,Other,Shared room,65,1,4,0.42,3,179,yes,54
636,Brooklyn,Bushwick,Private room,50,1,3,0.25,2,250,yes,55
637,Queens,Other,Entire home/apt,120,3,59,3.49,1,52,yes,89
638,Brooklyn,Bedford-Stuyvesant,Private room,120,2,2,1.58,2,88,yes,138
639,Manhattan,Other,Entire home/apt,167,3,3,0.16,1,0,no,167
640,Queens,Other,Private room,69,3,21,0.78,1,177,yes,65
641,Brooklyn,Other,Entire home/apt,172,5,4,0.27,1,0,no,175
642,Queens,Other,Entire home/apt,150,2,15,6.92,1,69,yes,147
643,Brooklyn,Other,Private room,90,1,0,,1,0,no,90
644,Bronx,Other,Entire home/apt,95,2,27,8.62,1,153,yes,109
645,Manhattan,Chelsea,Entire home/apt,130,30,19,0.19,1,189,yes,131
646,Manhattan,Other,Private room,65,2,5,0.23,3,112,yes,57
647,Manhattan,Lower East Side,Private room,79,9,5,0.09,1,0,no,91
648,Brooklyn,Crown Heights,Entire home/apt,200,2,22,3.44,1,20,yes,196
649,Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,3,44,4.14,3,252,yes,162
650,Manhattan,Financial District,Entire home/apt,229,2,7,1.75,327,346,yes,221
651,Manhattan,Upper East Side,Entire home/apt,307,30,0,,232,249,yes,300
652,Manhattan,Harlem,Entire home/apt,289,3,5,0.53,1,365,yes,291
653,Brooklyn,Bedford-Stuyvesant,Entire home/apt,265,4,123,3.25,1,285,yes,257
654,Brooklyn,Park Slope,Entire home/apt,185,4,111,1.9,1,9,yes,167
655,Staten Island,Other,Entire home/apt,67,2,39,3.45,1,45,yes,62
656,Manhattan,Chelsea,Private room,135,1,14,0.27,1,0,no,137
657,Brooklyn,Williamsburg,Private room,95,3,24,0.73,1,5,yes,84
658,Queens,Long Island City,Entire home/apt,150,2,0,,1,0,no,157
659,Brooklyn,Other,Entire home/apt,100,1,9,2.03,1,35,yes,98
660,Brooklyn,Williamsburg,Private room,70,4,1,0.16,1,0,no,67
661,Brooklyn,Williamsburg,Private room,65,1,0,,1,0,no,49
662,Brooklyn,Prospect-Lefferts Gardens,Private room,120,2,2,0.06,1,0,no,122
663,Manhattan,Midtown,Entire home/apt,275,7,0,,1,0,no,275
664,Manhattan,Washington Heights,Private room,65,2,0,,1,0,no,45
665,Brooklyn,Other,Private room,70,1,3,0.06,1,363,yes,77
666,Brooklyn,Greenpoint,Entire home/apt,135,2,7,0.36,1,2,yes,154
667,Manhattan,Upper West Side,Entire home/apt,140,30,11,0.22,34,204,yes,158
668,Brooklyn,Bushwick,Entire home/apt,79,1,2,0.08,2,0,no,78
669,Manhattan,Harlem,Entire home/apt,150,3,18,0.79,1,4,yes,152
670,Manhattan,Financial District,Entire home/apt,390,2,9,2.43,327,268,yes,381
671,Manhattan,East Village,Private room,75,3,0,,1,0,no,90
672,Brooklyn,Prospect-Lefferts Gardens,Private room,65,28,5,0.26,3,297,yes,66
673,Brooklyn,East Flatbush,Entire home/apt,100,2,1,0.11,2,363,yes,103
674,Manhattan,Upper West Side,Private room,100,2,16,0.56,1,0,no,100
675,Manhattan,Upper West Side,Entire home/apt,294,4,34,2.48,1,179,yes,294
676,Manhattan,Other,Private room,85,3,34,1.6,2,195,yes,85
677,Manhattan,Midtown,Private room,150,2,79,7.69,1,120,yes,169
678,Manhattan,Midtown,Private room,159,1,1,0.07,3,365,yes,171
679,Manhattan,Financial District,Entire home/apt,229,2,7,1.75,327,346,yes,221
680,Manhattan,Harlem,Entire home/apt,120,10,7,0.19,1,8,yes,122
681,Brooklyn,Other,Entire home/apt,100,4,20,0.26,1,0,no,107
682,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,30,9,0.37,1,0,no,95
683,Brooklyn,Other,Entire home/apt,250,1,62,1.79,5,178,yes,242
684,Brooklyn,Fort Greene,Private room,48,30,0,,25,334,yes,45
685,Brooklyn,Bedford-Stuyvesant,Private room,35,2,21,1.88,1,1,yes,35
686,Brooklyn,Bushwick,Entire home/apt,136,3,10,0.4,1,0,no,141
687,Manhattan,Other,Entire home/apt,164,2,2,0.08,1,0,no,157
688,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,140,5,7,0.15,3,14,yes,146
689,Brooklyn,Other,Entire home/apt,83,1,35,2.91,2,97,yes,80
690,Brooklyn,Bedford-Stuyvesant,Private room,42,30,1,0.65,27,346,yes,48
691,Manhattan,East Harlem,Private room,125,1,11,0.44,1,341,yes,141
692,Manhattan,Lower East Side,Private room,125,1,1,0.02,1,0,no,123
693,Queens,Long Island City,Entire home/apt,180,1,0,,1,60,yes,189
694,Brooklyn,Bedford-Stuyvesant,Entire home/apt,145,3,209,3.79,1,219,yes,145
695,Brooklyn,Other,Private room,35,14,2,0.06,1,0,no,46
696,Brooklyn,Other,Private room,130,2,38,2.73,2,103,yes,127
697,Manhattan,West Village,Entire home/apt,165,4,1,0.04,1,0,no,169
698,Brooklyn,Greenpoint,Private room,49,1,16,0.34,1,0,no,61
699,Brooklyn,Bedford-Stuyvesant,Entire home/apt,140,3,62,1.88,1,275,yes,153
700,Manhattan,Financial District,Entire home/apt,259,30,0,,87,302,yes,265
701,Brooklyn,East Flatbush,Entire home/apt,95,4,55,2.64,1,22,yes,80
702,Brooklyn,Bushwick,Private room,45,15,0,,1,0,no,43
703,Manhattan,Other,Private room,50,1,1,0.02,2,0,no,43
704,Manhattan,Other,Private room,100,4,8,0.11,2,7,yes,91
705,Brooklyn,Bedford-Stuyvesant,Entire home/apt,80,5,4,0.21,1,0,no,89
706,Manhattan,Financial District,Entire home/apt,110,15,2,0.8,1,0,no,99
707,Brooklyn,Other,Entire home/apt,130,2,8,2.55,1,19,yes,128
